ch weight age sex region
1000101 11.5887214 1 M 2
1000000 12.9488137 1 M 3
1110000 11.7174341 1 M 4
1100000 13.1987717 1 M 1
1010101  8.3678568 1 M 2
1000000  9.9844774 1 M 3
1000000 10.4344339 1 M 4
1000000 10.3324018 1 M 1
1000000 12.0946287 1 M 2
1110000 10.2448301 1 M 3
1000000  9.1603094 1 M 4
1000000  9.8429606 1 M 1
1100000 12.3326771 1 M 2
1010101 11.9497826 1 M 3
1110000  7.2309315 1 M 4
1000000 12.0041831 1 M 1
1100000  7.9827205 1 M 2
1010001  8.5733385 1 M 3
1000000 10.2564415 1 M 4
1010000  9.2004994 1 M 1
1000000  2.4570981 1 M 2
1000000  9.6540223 1 M 3
1000000  8.3709372 1 M 4
1110000 10.0104387 1 M 1
1000000  8.4266592 1 M 2
1000000  8.9810729 1 M 3
1111000  4.9267823 1 M 4
1010000 15.3064704 1 M 1
1000000 10.9497799 1 M 2
1010100 11.0313434 1 M 3
1000000  5.7367007 1 M 4
1111000  2.9373671 1 M 1
1000000  5.2906882 1 M 2
1111111 12.4258582 1 M 3
1000000  9.5213030 1 M 4
1000000 11.5127688 1 M 1
1010000 12.6037344 1 M 2
1000000 13.6738378 1 M 3
1110000  9.4250834 1 M 4
1101110  1.7162269 1 M 1
1000000  8.9751202 1 M 2
1000000  6.2187411 1 M 3
1011000  8.7020862 1 M 4
1011100  8.7281008 1 M 1
1010110  9.3092077 1 M 2
1001000  0.5851191 1 M 3
1010111  1.6735093 1 M 4
1000000  9.4832300 1 M 1
1000000 11.9002435 1 M 2
1000000 16.6000052 1 M 3
1110000 11.1493403 1 M 4
1010110 16.2923565 1 M 1
1000000  6.8170706 1 M 2
1000000 13.5903113 1 M 3
1000110  9.8157857 1 M 4
1000000 13.4750234 1 M 1
1110000 14.4956126 1 M 2
1110000  6.4709284 1 M 3
1010000  8.9533434 1 M 4
1110000  7.5125594 1 M 1
1110000 13.2558576 1 M 2
1010000  9.0609110 1 M 3
1000000 11.2655655 1 M 4
1011101 11.2238506 1 M 1
1010000 12.5144714 1 M 2
1000000  6.8690039 1 M 3
1111000 13.3267710 1 M 4
1000000  9.0240773 1 M 1
1000000 11.0042842 1 M 2
1000000  9.1942087 1 M 3
1110000  7.7818812 1 M 4
1000000 14.0064193 1 M 1
1000000  9.2205990 1 M 2
1010000  7.8238312 1 M 3
1000000  5.1198164 1 M 4
1110000  9.4904653 1 M 1
1000000 10.9081209 1 M 2
1000000  9.7842814 1 M 3
1110100 12.1861480 1 M 4
1110000  8.8839205 1 M 1
1000000  8.0308923 1 M 2
1100000 10.8405233 1 M 3
1111001 11.7992215 1 M 4
1010000  9.4267044 1 M 1
1000000 11.7982018 1 M 2
1000000 10.8370576 1 M 3
1000000  8.1045629 1 M 4
1110001  7.9465992 1 M 1
1100000 15.4112511 1 M 2
1000000  7.0813254 1 M 3
1100000  9.9391584 1 M 4
1110000 11.4076440 1 M 1
1000000  9.6678395 1 M 2
1100000 10.4725948 1 M 3
1111100  2.9690736 1 M 4
1110000  9.0462476 1 M 1
1000000 16.5520926 1 M 2
1010001  7.2654422 1 M 3
1011000 13.0741619 1 M 4
1000000 11.5218646 1 M 1
1011100  9.1020880 1 M 2
1000000  8.7412213 1 M 3
1000000  2.1946495 1 M 4
1000000  8.6179077 1 M 1
1111101 10.0757578 1 M 2
1000000  6.3834124 1 M 3
1000000  5.1464231 1 M 4
1000000 14.1646674 1 M 1
1000000 10.8691699 1 M 2
1111101  9.0739212 1 M 3
1000000  7.0581385 1 M 4
1000000  6.5228455 1 M 1
1110000  7.6620653 1 M 2
1000000  9.8027287 1 M 3
1000000  7.5142747 1 M 4
1110000  9.6113006 1 M 1
1010000 14.8103269 1 M 2
1000000  5.7889612 1 M 3
1000000  8.7997910 1 M 4
1010000 10.3969477 1 M 1
1010001 12.6535599 1 M 2
1110000 11.8551869 1 M 3
1000000  9.8283343 1 M 4
1100111 11.2513968 1 M 1
1000000 14.6617440 1 M 2
1000000 11.2570726 1 M 3
1000000  9.6442336 1 M 4
0100000 13.2543600 1 M 1
0110000 15.3365084 1 M 2
0110000 14.5937322 1 M 3
0111111  9.8277033 1 M 4
0111000 12.0664172 1 M 1
0110000  9.4503869 1 M 2
0110000 12.2068999 1 M 3
0111101  9.9727883 1 M 4
0111000  7.6386608 1 M 1
0110011 10.8568341 1 M 2
0110000 10.8402199 1 M 3
0110100 11.8532541 1 M 4
0110100  9.8820717 1 M 1
0111010 12.8550171 1 M 2
0110000 10.0103088 1 M 3
0111000 13.2640982 1 M 4
0111101 10.9267923 1 M 1
0100000  9.6771287 1 M 2
0110000 12.1778838 1 M 3
0111110 10.8851342 1 M 4
0100000 12.6645562 1 M 1
0100000 12.3961553 1 M 2
0110000 11.2306779 1 M 3
0110000 10.5295660 1 M 4
0110001 11.1199100 1 M 1
0110100  8.1156902 1 M 2
0110000  5.8917411 1 M 3
0110000  9.8842432 1 M 4
0100000  8.8551072 1 M 1
0110000 16.3459521 1 M 2
0110000 14.6867729 1 M 3
0110000 10.8550846 1 M 4
0100000  9.1366079 1 M 1
0110000 12.2456856 1 M 2
0100000  8.3507346 1 M 3
0111000 10.1986623 1 M 4
0100000  9.7367142 1 M 1
0110111 10.0572146 1 M 2
0110000 11.3360193 1 M 3
0110011 10.6045461 1 M 4
0100000  8.4615201 1 M 1
0110000  7.6898809 1 M 2
0110111  9.9952284 1 M 3
0110000 11.9050687 1 M 4
0110011  7.2578944 1 M 1
0111100  8.1467837 1 M 2
0101100 11.0095097 1 M 3
0110100  9.6148551 1 M 4
0100000  8.9104227 1 M 1
0111101  8.6236603 1 M 2
0110110  6.6418221 1 M 3
0111111 11.1186209 1 M 4
0110000  8.2663892 1 M 1
0110011 10.1307021 1 M 2
0100000  7.4408838 1 M 3
0110000 12.0725818 1 M 4
0111000 10.9941630 1 M 1
0110000 10.1803603 1 M 2
0111000  9.6198833 1 M 3
0100000  5.6193403 1 M 4
0110101  8.8728633 1 M 1
0110111  4.8586409 1 M 2
0111000 11.6045259 1 M 3
0110000 15.8193628 1 M 4
0110000 10.0244722 1 M 1
0110000 10.4629466 1 M 2
0110000  5.6008015 1 M 3
0110100 11.7461235 1 M 4
0100000 13.2395820 1 M 1
0111000  9.9095832 1 M 2
0100000 15.9397570 1 M 3
0110100 13.6040795 1 M 4
0110000  5.0189649 1 M 1
0100000  8.5460153 1 M 2
0111000  4.9988318 1 M 3
0101100  8.7536223 1 M 4
0100000  8.2907898 1 M 1
0110000  8.2188407 1 M 2
0100000  9.0372229 1 M 3
0110111  9.9681149 1 M 4
0110001 10.0952459 1 M 1
0110100  9.0386462 1 M 2
0111100  6.3025673 1 M 3
0101100 10.4950202 1 M 4
0110100  9.3072033 1 M 1
0110000  7.6572848 1 M 2
0111100  9.9926799 1 M 3
0110101 12.3860929 1 M 4
0100000  9.4947743 1 M 1
0110011 11.7982320 1 M 2
0110011  9.3812386 1 M 3
0110000 10.4656132 1 M 4
0110000  7.1294247 1 M 1
0110000  7.7762385 1 M 2
0110111  8.2609376 1 M 3
0111100 11.1161208 1 M 4
0110000  8.7594801 1 M 1
0111100 14.4996177 1 M 2
0110100  9.5644668 1 M 3
0100000  9.1609315 1 M 4
0111101 13.6250230 1 M 1
0110000 12.1427999 1 M 2
0110000 13.1545707 1 M 3
0101101 12.9070604 1 M 4
0110000 11.6941668 1 M 1
0110000  9.7887381 1 M 2
0111101 13.5748059 1 M 3
0110000 11.2526104 1 M 4
0110000 14.2309692 1 M 1
0100000 14.0502490 1 M 2
0110000 10.3251500 1 M 3
0110110 13.3459983 1 M 4
0111101  6.5333965 1 M 1
0101000 12.5956981 1 M 2
0100000 12.8124194 1 M 3
0110000  8.1688475 1 M 4
0111011  7.6537946 1 M 1
0110000  5.8708806 1 M 2
0101100  5.8587599 1 M 3
0110111  8.6406483 1 M 4
0100000  4.8173218 1 M 1
0110100 12.0451215 1 M 2
0110000  3.5514062 1 M 3
0111000 15.6167354 1 M 4
0110000  8.4174076 1 M 1
0110101  8.8325771 1 M 2
0110000  6.7591876 1 M 3
0100000 11.4616569 1 M 4
0100000  4.6721427 1 M 1
0110010 10.5239970 1 M 2
0111100 11.2305676 1 M 3
0110000 15.8199503 1 M 4
0110000 12.4101260 1 M 1
0100000  7.3275690 1 M 2
0111100 13.5602599 1 M 3
0110000 10.9171146 1 M 4
0110001 15.2546294 1 M 1
0111000 13.0045604 1 M 2
0100000 13.0695772 1 M 3
0100000 15.6216180 1 M 4
0111111 11.5934068 1 M 1
0111111 12.8031166 1 M 2
0111000  9.6769860 1 M 3
0110000  6.9718364 1 M 4
0111111 10.1069332 1 M 1
0110000  6.0767915 1 M 2
0111000  8.1509728 1 M 3
0110000 11.3539517 1 M 4
0111000  4.5771624 1 M 1
0110000  7.0384745 1 M 2
0110100 12.4848640 1 M 3
0110000 11.1560070 1 M 4
0110110 10.1471777 1 M 1
0111011 10.9196653 1 M 2
0110000  8.2716060 1 M 3
0111101  6.9996356 1 M 4
0100000 11.9654589 1 M 1
0110000  5.9619570 1 M 2
0110100  9.3352829 1 M 3
0110100 12.7989710 1 M 4
0110000  8.5138633 1 M 1
0110101 10.5330475 1 M 2
0100000 14.7282006 1 M 3
0110000  8.5634070 1 M 4
0100000  8.4261211 1 M 1
0110010  5.9035487 1 M 2
0100000 11.2141111 1 M 3
0110110 12.2813938 1 M 4
0111111  9.0320872 1 M 1
0110000 10.4067998 1 M 2
0110000 12.5878625 1 M 3
0110000  4.2700311 1 M 4
0111101  8.5868700 1 M 1
0111100  7.0230813 1 M 2
0110000 11.7257452 1 M 3
0100000 13.3642747 1 M 4
0111111  7.6831076 1 M 1
0101100 12.3582932 1 M 2
0111101 10.2070697 1 M 3
0110000 14.5251385 1 M 4
0110000 13.8385318 1 M 1
0110011 18.2076024 1 M 2
0111000  8.1432756 1 M 3
0110101 12.8917378 1 M 4
0111001  5.4546960 1 M 1
0110000 13.2044135 1 M 2
0110110 12.3027870 1 M 3
0111000  8.8187761 1 M 4
0100000 10.4866276 1 M 1
0111111  2.8008206 1 M 2
0100000  5.8538665 1 M 3
0100000 13.6559901 1 M 4
0110000  8.2845571 1 M 1
0110000  7.8329273 1 M 2
0111100 14.4797626 1 M 3
0111000 11.0367636 1 M 4
0111001  7.1078195 1 M 1
0111111 14.9496477 1 M 2
0110000 15.0326268 1 M 3
0110000 13.2600413 1 M 4
0110111  5.3179181 1 M 1
0110000  6.5985376 1 M 2
0111000  6.2320499 1 M 3
0111100  9.9494224 1 M 4
0100000 10.3796709 1 M 1
0100000  5.0679539 1 M 2
0110101  7.7198145 1 M 3
0100000  5.0825808 1 M 4
0111111 13.6462476 1 M 1
0110101  8.7370467 1 M 2
0110000  9.8173073 1 M 3
0110000 12.0750764 1 M 4
0110000 11.7691094 1 M 1
0110000 11.3310241 1 M 2
0110000  9.4952009 1 M 3
0110000  9.5213288 1 M 4
0111100  5.9068692 1 M 1
0100111  8.5898458 1 M 2
0110000 11.2894999 1 M 3
0110000 11.6874729 1 M 4
0110100 11.3055976 1 M 1
0110000 11.8604870 1 M 2
0100000  5.5700298 1 M 3
0111000  6.6048328 1 M 4
0110000  8.3227473 1 M 1
0100000  9.2173906 1 M 2
0111100 10.5356033 1 M 3
0100000  9.0130005 1 M 4
0110000  7.5685266 1 M 1
0110111  9.6410633 1 M 2
0110000 11.8705203 1 M 3
0110001 10.6421196 1 M 4
0100000  8.6775290 1 M 1
0111100 12.4888315 1 M 2
0110000  9.8293900 1 M 3
0100110 11.6441914 1 M 4
0110000 13.2581997 1 M 1
0100000  7.5856790 1 M 2
0110000 12.1147648 1 M 3
0111100  7.7895368 1 M 4
0110000  8.2269735 1 M 1
0110000 12.3266037 1 M 2
0111000 10.2708901 1 M 3
0110000  4.4938330 1 M 4
0110000  8.2312502 1 M 1
0100000  9.1905536 1 M 2
0110000 13.1550934 1 M 3
0110000 11.6251717 1 M 4
0110000  9.4636455 1 M 1
0110000  9.6672201 1 M 2
0110000 12.6682786 1 M 3
0100000  9.1255406 1 M 4
0110000 14.3812746 1 M 1
0111011  7.2097408 1 M 2
0100000 10.5620302 1 M 3
0111100 10.6566766 1 M 4
0111101 14.2791497 1 M 1
0110000 11.4075034 1 M 2
0100011 11.5072802 1 M 3
0100111  6.7509643 1 M 4
0110111 10.9905781 1 M 1
0100000  7.0763587 1 M 2
0110000 14.3831749 1 M 3
0111000 11.3837635 1 M 4
0100000  8.4518410 1 M 1
0110101 15.0058274 1 M 2
0101010 10.3385528 1 M 3
0110000  9.3166191 1 M 4
0100000 10.7974752 1 M 1
0101111 13.9943648 1 M 2
0110000  9.3274279 1 M 3
0111000  8.8483019 1 M 4
0110000 12.3234181 1 M 1
0100000  9.3507690 1 M 2
0110000  8.9926241 1 M 3
0110101 14.0830318 1 M 4
0100000  9.3144954 1 M 1
0110000 14.6554063 1 M 2
0110110  8.1042599 1 M 3
0110111  8.9764149 1 M 4
0110100 15.2405528 1 M 1
0111101  8.3518262 1 M 2
0110000 12.3643323 1 M 3
0110000 10.6975047 1 M 4
0111101  8.4287294 1 M 1
0100000  4.0865136 1 M 2
0101000  8.6550339 1 M 3
0110101 11.0356362 1 M 4
0111000 11.1520039 1 M 1
0111000  6.7625324 1 M 2
0110110  9.7028430 1 M 3
0100000 13.1868678 1 M 4
0111001 16.4502789 1 M 1
0110000  4.9735638 1 M 2
0111011  9.2891564 1 M 3
0110011 12.1861397 1 M 4
0110000 16.1858579 1 M 1
0100000  8.5038143 1 M 2
0111000  6.0091624 1 M 3
0100000  9.7229306 1 M 4
0100000 13.8187065 1 M 1
0111011  8.8118822 1 M 2
0101000  5.2567935 1 M 3
0110000  8.5035081 1 M 4
0110000  8.8185058 1 M 1
0110110 14.3571467 1 M 2
0110000  4.9005683 1 M 3
0110100 12.7529956 1 M 4
0100000 11.4028602 1 M 1
0110000  6.3896964 1 M 2
0110000 12.3898492 1 M 3
0110100  4.9537216 1 M 4
0111000  9.1642446 1 M 1
0101101  6.1190004 1 M 2
0110000  7.2394588 1 M 3
0110000  9.3543112 1 M 4
0110000 11.5627266 1 M 1
0110111  5.0230889 1 M 2
0111010 15.3848771 1 M 3
0110000 11.6654661 1 M 4
0110000  8.5314690 1 M 1
0110000  9.6688560 1 M 2
0101100  7.1056606 1 M 3
0110100  9.7841338 1 M 4
0110000 13.7539481 1 M 1
0110100  5.1031495 1 M 2
0111101  9.4003707 1 M 3
0110100 10.5628917 1 M 4
0110000 12.9277256 1 M 1
0100000  7.6813240 1 M 2
0100000  7.3577678 1 M 3
0110000 11.1286406 1 M 4
0100000 13.3197385 1 M 1
0111101 13.2524162 1 M 2
0110000 10.4318960 1 M 3
0110100 11.5000124 1 M 4
0110000  8.1338996 1 M 1
0110000 12.1692978 1 M 2
0111000 12.1456678 1 M 3
0111100  8.2064244 1 M 4
0110000 11.2815176 1 M 1
0110000 12.6556359 1 M 2
0110000 11.0561575 1 M 3
0110000  3.2664915 1 M 4
0110000 11.4787340 1 M 1
0100000  9.5488323 1 M 2
0111000  8.1894618 1 M 3
0110000  7.4074640 1 M 4
0110000 11.3500697 1 M 1
0110100 11.9051408 1 M 2
0111100  9.2579687 1 M 3
0110100  8.5819617 1 M 4
0110111  6.0504631 1 M 1
0100000  3.0460733 1 M 2
0100000 14.3007303 1 M 3
0110000  9.8822665 1 M 4
0110000 11.5678805 1 M 1
0111101  6.6504465 1 M 2
0100000  8.5418067 1 M 3
0110000  7.4808691 1 M 4
0110000  6.8292695 1 M 1
0111100  6.2186541 1 M 2
0111101 11.4632370 1 M 3
0100000 11.6771607 1 M 4
0111111 18.9318938 1 M 1
0110000 17.4793453 1 M 2
0110000  9.1155922 1 M 3
0110101  6.8924670 1 M 4
0100000 14.4352445 1 M 1
0110000 13.3635617 1 M 2
0111110  5.6740982 1 M 3
0110000  5.8700045 1 M 4
0100000  9.3819163 1 M 1
0110101 10.5107350 1 M 2
0110000  8.7063422 1 M 3
0111101  7.5540942 1 M 4
0110000 13.4937069 1 M 1
0111100  5.8095777 1 M 2
0100000  6.3649103 1 M 3
0100000  7.8085652 1 M 4
0110000  8.6887287 1 M 1
0100000  9.3732483 1 M 2
0110100 10.8344539 1 M 3
0110011 11.1546977 1 M 4
0111000 12.4640670 1 M 1
0111100 11.2682639 1 M 2
0110111 12.4142498 1 M 3
0110110  9.9505092 1 M 4
0110000  7.5611929 1 M 1
0111011  6.5223155 1 M 2
0110000 10.8376579 1 M 3
0110100  8.4108626 1 M 4
0100000 15.0055818 1 M 1
0110000 14.1587358 1 M 2
0100000 10.3447198 1 M 3
0110000 17.7394214 1 M 4
0100000  8.0435193 1 M 1
0110000 13.5784870 1 M 2
0100000  9.5040964 1 M 3
0100000 12.4142636 1 M 4
0110000 16.0953765 1 M 1
0100000  9.6290442 1 M 2
0111110 13.1604287 1 M 3
0110000 10.5010934 1 M 4
0110000 11.2224895 1 M 1
0110111 11.8517828 1 M 2
0111100 13.5664984 1 M 3
0110100  4.5092484 1 M 4
0110000  5.2004731 1 M 1
0110101 11.0937103 1 M 2
0100000 11.1314361 1 M 3
0110000 11.8939485 1 M 4
0110000 10.1269261 1 M 1
0110011  4.2242784 1 M 2
0110000  8.8915096 1 M 3
0111100  8.5788341 1 M 4
0110000 11.2599857 1 M 1
0110000 11.5959927 1 M 2
0111001  9.2074215 1 M 3
0110000  8.7522617 1 M 4
0100000  5.8716646 1 M 1
0110110 14.4222610 1 M 2
0110111  6.8795698 1 M 3
0100000  8.9435645 1 M 4
0110111  7.9008086 1 M 1
0100000  9.2027189 1 M 2
0110000  8.9977744 1 M 3
0111000  8.7065983 1 M 4
0110000  9.5407979 1 M 1
0110000 11.6458995 1 M 2
0111100 12.7409586 1 M 3
0100000  6.0467353 1 M 4
0110000 10.8825078 1 M 1
0111100 10.4797198 1 M 2
0110000 14.0580046 1 M 3
0100000 13.3629428 1 M 4
0110000 14.2994746 1 M 1
0110101 12.0275256 1 M 2
0110000 10.9492687 1 M 3
0111000 11.2007871 1 M 4
0111101  8.1727689 1 M 1
0110000 11.1464663 1 M 2
0110000 10.8023386 1 M 3
0110101  8.0279659 1 M 4
0110100 12.1410843 1 M 1
0111100 13.1895507 1 M 2
0110100  7.8093076 1 M 3
0101000  7.5452367 1 M 4
0101000 13.2192794 1 M 1
0110100  4.4716843 1 M 2
0110011 11.2351538 1 M 3
0100111  9.2766459 1 M 4
0110000 13.7472996 1 M 1
0110011  9.8128504 1 M 2
0111100  5.0707538 1 M 3
0110000 11.5015018 1 M 4
0110000  7.4661715 1 M 1
0100000 13.5127828 1 M 2
0111110  9.8406014 1 M 3
0110111 13.1459102 1 M 4
0111100 11.4905492 1 M 1
0110000  2.6958710 1 M 2
0111011  9.7639765 1 M 3
0110000  8.0539898 1 M 4
0100000  9.7157755 1 M 1
0110000 14.1617183 1 M 2
0110000 10.8822899 1 M 3
0110000  9.8076289 1 M 4
0100000  8.0363011 1 M 1
0110101  3.4168526 1 M 2
0110000  8.2305838 1 M 3
0110000  5.9711673 1 M 4
0100000  6.6416230 1 M 1
0111000  8.6464445 1 M 2
0100000  9.3606109 1 M 3
0111000  9.3973109 1 M 4
0110000  4.7703389 1 M 1
0110000 10.4624031 1 M 2
0100000 11.9828346 1 M 3
0111111 10.8451221 1 M 4
0100000 16.2681725 1 M 1
0110000  9.0806401 1 M 2
0110011 12.0653719 1 M 3
0110100 10.1643320 1 M 4
0110000  8.5921297 1 M 1
0110000 10.7154209 1 M 2
0110000 13.6855624 1 M 3
0111010 12.2649810 1 M 4
0100000  7.7818722 1 M 1
0110111  5.9945377 1 M 2
0111100  6.0048059 1 M 3
0110000  3.0087128 1 M 4
0110000  8.7627632 1 M 1
0111100  5.2867983 1 M 2
0110100  9.6823608 1 M 3
0111000  6.7755763 1 M 4
0110000 10.2164613 1 M 1
0111000  8.6274262 1 M 2
0110000 12.1040743 1 M 3
0110110  5.9304745 1 M 4
0110000  8.3583052 1 M 1
0111111  8.8561640 1 M 2
0110000 11.3958905 1 M 3
0110100 10.1173262 1 M 4
0110000 13.5214905 1 M 1
0111000  9.4061935 1 M 2
0110111  8.9833812 1 M 3
0111111  9.4350963 1 M 4
0110000 11.5135717 1 M 1
0100000 12.4112398 1 M 2
0110000  6.3781778 1 M 3
0110000 13.4156343 1 M 4
0110100 14.7343355 1 M 1
0110000  2.9476508 1 M 2
0110000  7.3754430 1 M 3
0110000 13.9371474 1 M 4
0100000  8.3439614 1 M 1
0110000  9.3098376 1 M 2
0111101  7.2799052 1 M 3
0110000 17.1430153 1 M 4
0100000 11.5065371 1 M 1
0110000  7.8670940 1 M 2
0110000 10.4183918 1 M 3
0110100 12.0611157 1 M 4
0110000  9.7909543 1 M 1
0110000  8.5462162 1 M 2
0110100 13.9927493 1 M 3
0111100  7.6948222 1 M 4
0101110  8.5819550 1 M 1
0110000  7.7280359 1 M 2
0100000  6.0038376 1 M 3
0110000 14.3525978 1 M 4
0111100 10.8346705 1 M 1
0110000 10.8009962 1 M 2
0100100  9.7869407 1 M 3
0110000 14.2317590 1 M 4
0110000  8.5180387 1 M 1
0111100 12.9042486 1 M 2
0110000 12.8932920 1 M 3
0110101  9.2491322 1 M 4
0100000  8.4899324 1 M 1
0111100  9.9445557 1 M 2
0110000 12.5411695 1 M 3
0111000  8.0360626 1 M 4
0110000  9.5068611 1 M 1
0110000  7.4084157 1 M 2
0110000  8.2431643 1 M 3
0110000 12.4936070 1 M 4
0100000  6.3815632 1 M 1
0100000 12.9002756 1 M 2
0110000 15.3440625 1 M 3
0110000  7.8928975 1 M 4
0111001  8.7175341 1 M 1
0100000 10.3254250 1 M 2
0110000 11.0163770 1 M 3
0101000  4.0001495 1 M 4
0100000 12.1393445 1 M 1
0100000  5.1172816 1 M 2
0110000  8.0292100 1 M 3
0100100  9.4834700 1 M 4
0111111  8.7005714 1 M 1
0100000 14.6895169 1 M 2
0100000 10.7031761 1 M 3
0110000  7.7469254 1 M 4
0111100 11.8741262 1 M 1
0111000 13.6291752 1 M 2
0110000 10.2939774 1 M 3
0110111  7.9133152 1 M 4
0110111 15.1269683 1 M 1
0110011  5.4701712 1 M 2
0110100  9.0112025 1 M 3
0110000  7.0887728 1 M 4
0110000 11.8810581 1 M 1
0110110 12.3868599 1 M 2
0110010  7.7268673 1 M 3
0100000  9.8853438 1 M 4
0110000 11.9401505 1 M 1
0110110 12.6868222 1 M 2
0110000  5.6812745 1 M 3
0110101 10.1028540 1 M 4
0110000 11.9875766 1 M 1
0111000 10.4260577 1 M 2
0110111  8.6741821 1 M 3
0110100  7.6299150 1 M 4
0100000  5.5517132 1 M 1
0100000  9.6590060 1 M 2
0110001 10.7764893 1 M 3
0110000  8.9648713 1 M 4
0111100 14.8949288 1 M 1
0110000 17.3087327 1 M 2
0110000  4.4415304 1 M 3
0110000 11.9530355 1 M 4
0100000  7.4122276 1 M 1
0110000  0.5727387 1 M 2
0110100 13.3805592 1 M 3
0111001 10.0118738 1 M 4
0111100 10.1055895 1 M 1
0100000  6.8213448 1 M 2
0110000 11.1592896 1 M 3
0110000  9.0453612 1 M 4
0100100  8.9610974 1 M 1
0110000  2.3962878 1 M 2
0110110 10.7365251 1 M 3
0110000  8.5966516 1 M 4
0110000  4.1409331 1 M 1
0110000 16.3088386 1 M 2
0110111 10.2409778 1 M 3
0111000 12.1193897 1 M 4
0100000  5.4926400 1 M 1
0110100 11.8043270 1 M 2
0110100 11.1269561 1 M 3
0111000 12.0678872 1 M 4
0100100  9.7092657 1 M 1
0111100  8.0305329 1 M 2
0111110 10.0445436 1 M 3
0110000 11.6599927 1 M 4
0111111 10.9986369 1 M 1
0110100 12.2472102 1 M 2
0111100  8.7487355 1 M 3
0100000 11.9654683 1 M 4
0110000  9.0372224 1 M 1
0111001  7.3534007 1 M 2
0110000  6.5472083 1 M 3
0110000 10.3120821 1 M 4
0100000 12.9056542 1 M 1
0111101 12.2879558 1 M 2
0110110  7.4821956 1 M 3
0110000 11.6630804 1 M 4
0110000 12.3164257 1 M 1
0101001  8.8152456 1 M 2
0111111  7.8289384 1 M 3
0111011 11.2767203 1 M 4
0110000 13.7458309 1 M 1
0110111  3.0934473 1 M 2
0110000  6.1998838 1 M 3
0100000  6.0938000 1 M 4
0111111 10.7185841 1 M 1
0110000 10.3886202 1 M 2
0100101 10.7857406 1 M 3
0101000  6.6885223 1 M 4
0110000  7.8895911 1 M 1
0110000 12.7119129 1 M 2
0110110 13.0317608 1 M 3
0111000  8.9468160 1 M 4
0110000  6.1637264 1 M 1
0110111  8.6190134 1 M 2
0111100  8.8064855 1 M 3
0111100  8.6329076 1 M 4
0100000  9.5941367 1 M 1
0110000  6.4259079 1 M 2
0111001  8.3923306 1 M 3
0111111  6.6620209 1 M 4
0100000 15.8896216 1 M 1
0111010  9.8215921 1 M 2
0111010 11.8081751 1 M 3
0111000  7.8172273 1 M 4
0110000  8.0767211 1 M 1
0110000 15.2975675 1 M 2
0110001  5.7172774 1 M 3
0111110 10.8022678 1 M 4
0110000 12.5459489 1 M 1
0110000  8.6408944 1 M 2
0110000  5.9229850 1 M 3
0110100  8.4647375 1 M 4
0110100  8.1600505 1 M 1
0101000  6.6408718 1 M 2
0110000  7.4171917 1 M 3
0110000 12.3490797 1 M 4
0110000  8.1031876 1 M 1
0111001  6.3586088 1 M 2
0110111 10.0109012 1 M 3
0110100  9.6899986 1 M 4
0110000  9.6660701 1 M 1
0110000  9.1642905 1 M 2
0110000  9.0801282 1 M 3
0110000  9.3854256 1 M 4
0100000 14.4263953 1 M 1
0110011  6.7666771 1 M 2
0100000  8.3472472 1 M 3
0110111 10.6457020 1 M 4
0110000  4.5833895 1 M 1
0111000  7.3780468 1 M 2
0100000 10.5058871 1 M 3
0110000  7.0441508 1 M 4
0110000 11.1684522 1 M 1
0111101 10.9020928 1 M 2
0111100  6.8529476 1 M 3
0100000 10.9752168 1 M 4
0100000 12.7178226 1 M 1
0100000  8.8886921 1 M 2
0110000 11.6196523 1 M 3
0100000 10.3252588 1 M 4
0110000  7.7208873 1 M 1
0110000 11.5208559 1 M 2
0111100  8.6111030 1 M 3
0110000 14.0911751 1 M 4
0111000 10.1704482 1 M 1
0111011 12.6004179 1 M 2
0111001  6.4132365 1 M 3
0111000  9.3657899 1 M 4
0100000 10.2672025 1 M 1
0100000 10.4931488 1 M 2
0111110  2.4465180 1 M 3
0110000  7.1737157 1 M 4
0100000  6.0367061 1 M 1
0111101  8.0845123 1 M 2
0111111  9.9840877 1 M 3
0101100 13.5370434 1 M 4
0110000  5.3918533 1 M 1
0111100 12.6477890 1 M 2
0110100 11.2468679 1 M 3
0111111  8.9284463 1 M 4
0110000 12.5722958 1 M 1
0110000 11.2613434 1 M 2
0110000 13.9986473 1 M 3
0110110 10.5007639 1 M 4
0110101  6.6162988 1 M 1
0111000  7.1499539 1 M 2
0110110 12.0476335 1 M 3
0110000  9.5081351 1 M 4
0111011 14.1552438 1 M 1
0110000  9.3179019 1 M 2
0100000 11.1032368 1 M 3
0111000 11.3043695 1 M 4
0110000  8.6904527 1 M 1
0110101 12.4516133 1 M 2
0110100  9.4612888 1 M 3
0100000  6.4813810 1 M 4
0110000  8.8780912 1 M 1
0110000 16.9666869 1 M 2
0100000 12.6641546 1 M 3
0110001 12.5903700 1 M 4
0110000  9.1915887 1 M 1
0110000 11.6139127 1 M 2
0111100 12.4134035 1 M 3
0110111  9.3466474 1 M 4
0111101 11.3220610 1 M 1
0110000 14.4617512 1 M 2
0100000 14.4517102 1 M 3
0110000 11.7738733 1 M 4
0110000  3.4348241 1 M 1
0100000  9.4979673 1 M 2
0110000 10.5610979 1 M 3
0110000  8.2138432 1 M 4
0100000  8.4610392 1 M 1
0110000  7.3913598 1 M 2
0110000 12.2144771 1 M 3
